// Name and Label MUST NOT exceed 23 characters (as marked)
//ID,   Name___________________,        Label__________________,            Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
692,    DarkBlueDye,                    Dunkelbl. Färbemittel,           3,      40000,      15000,      10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
693,    YellowDye,                      Gelbes Färbemittel,                  3,      100,        20,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
694,    LightBlueDye,                   Hellblaues Färbemittel,                     3,      100,        20,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
695,    PinkDye,                        Pinkes Färbemittel,                           3,      2500,       1000,       10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
696,    BlackDye,                       Schwarzes Färbemittel,                          3,      30000,      25000,      10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
697,    OrangeDye,                      Orangenes Färbemittel,                         3,      2500,       1000,       10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
698,    PurpleDye,                      Lilanes Färbemittel,                         3,      70000,      50000,      10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
699,    DarkGreenDye,                   Dunkelgr. Färbemittel,                     3,      2000,       1000,       10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
700,    Pearl,                          Perle,                              3,      5000,       3000,       5,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
701,    PileOfAsh,                      Häufchen Asche,                        3,      3000,       100,        5,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
703,    SulphurPowder,                  Schwefelpulver,                     3,      1000,       25,         2,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
704,    IronPowder,                     Eisenpulver,                        3,      800,        80,         3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
706,    GoldenScorpionStinger,          Goldener Skorp.Stachel,            3,      2000,       500,        2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
707,    MonsterOilPotion,               Monsteröl-Trank,                 3,      10000,      2000,       50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
708,    LeatherPatch,                   Leder-Flicke,                      3,      300,        150,        18,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
709,    BlackScorpionStinger,           Schwarzer Skorp.Stachel,             3,      250,        100,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
//ID,   Name___________________,        Label__________________,            Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
710,    SnakeTongue,                    Schlangenzunge,                       3,      60,         30,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
711,    MountainSnakeTongue,            Bergschlangenzunge,              3,      80,         40,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
712,    GrassSnakeTongue,               Grasschlangenzunge,                 3,      160,        80,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
713,    CaveSnakeTongue,                Höhlenschlangenzunge,                  3,      120,        60,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
718,    SilkCocoon,                     Seidenkokon,                        3,      200,        3,          1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
727,    Iten,                           Iten,                               3,      0,          0,          8000,       0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
728,    MoubooFigurine,                 Mouboo Figur,                    3,      0,          0,          9,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
729,    WarpedLog,                      Verzogenes Holz,                         3,      0,          0,          8,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
//ID,   Name___________________,        Label__________________,            Type,   Price,      Sell,       Weight,     ATK,    DEF,    Range,  Mbonus, Slot,   Gender, Loc,        wLV,    eLV,    View,   {UseScript},                                                            {EquipScript}
730,    Lifestone,                      Lebensstein,                          3,      0,          0,          5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
732,    DruidTreeBranch,                Zweig des Druidenbaums,                  3,      0,          0,          2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
740,    Root,                           Zweig,                               3,      500,        200,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
746,    MopoxCurePotion,                Mopox Heiltrank,                  3,      0,          0,          5,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
753,    BatWing,                        Fledermausflügel,                           3,      500,        10,         3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
754,    BatTeeth,                       Fledermauszahn,                          3,      600,        12,         2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
763,    TerraniteOre,                   Terranit Erz,                      3,      500,        250,        40,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
772,    WispPowder,                     Wisp Puder,                        3,      700,        350,        3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
773,    SpectrePowder,                  Spectre Pude,                     3,      700,        350,        3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
774,    PoltergeistPowder,              Poltergeist Puder,                 3,      700,        350,        3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
775,    Bone,                           Knochen,                               3,      140,        70,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
776,    Skull,                          Schädel,                              3,      900,        450,        30,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
777,    RottenRags,                     Verrottete Fetzen,                        3,      100,        50,         15,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
778,    DiseasedHeart,                  Krankes Herz,                     3,      180,        90,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
779,    UndeadEar,                      Untotes Ohr,                         3,      30,         15,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
780,    UndeadEye,                      Untotes Auge,                         3,      30,         15,         3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
799,    MylarinDust,                    Mylarin Staub,                       3,      10000,      5000,       3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
802,    EasterBasket,                   Osterkorb,                      3,      20,         10,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
803,    GrassLiner,                     Grass Liner,                        3,      20,         10,         5,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
804,    JellyBeans,                     Jelly Beans,                        3,      20,         10,         2,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
805,    ChocolateMouboo,                Schokoladen-Mouboo,                   3,      20,         10,         3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
806,    ReedBundle,                     Ein Bündel Schilf,                        3,      20,         10,         7,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
807,    GrassSeed,                      Grassamen,                         3,      20,         10,         1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
819,    DiamondPowder,                  Diamantpulver,                     3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
820,    RubyPowder,                     Rubinpulver,                        3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
821,    EmeraldPowder,                  Smaragdpulver,                     3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
822,    SapphirePowder,                 Saphirpulver,                    3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
823,    TopazPowder,                    Topazpulver,                       3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
824,    AmethystPowder,                 Amethystpulver,                    3,      1000,       500,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
833,    BrokenFourLeafAmulet,           Kaputtes Amulett,            3,      100,        1,          10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
834,    BrokenDoll,                     Kaputte Puppe,                        3,      20,         5,          15,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
835,    HyvernStinger,                  Hyvern Stachel,                     3,      100,        25,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
836,    GrubSlime,                      Grub Schleim,                         3,      40,         10,         2,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
841,    RedDottedWrap,                  Rot gepunktetes Papier,                    3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
842,    YellowDottedWrap,               Gelb gepunktetes Papier,                 3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
843,    BlueDottedWrap,                 Blau gepunktetes Papier,                   3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
844,    PurpleStripedWrap,              Lila gepunktetes Papier,                3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
845,    RedGoldenStripedWrap,           Rot-gold gestr. Papier,            3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
846,    GreenRedStripedWrap,            Grün-rot gestr. Papier,             3,      50,         25,         500,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
847,    PlushMouboo,                    Plüschmouboo,                       3,      50,         25,         200,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
849,    OpenPresentBox,                 Offene Schachtel,                   3,      50,         25,         20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
850,    ClosedChristmasBox,             Geschlossene Schachtel,               3,      50,         25,         200,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
851,    StickReinboo,                   Reinboo-Stab,                      3,      50,         25,         50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
852,    LeatherBall,                    Lederball,                       3,      50,         25,         20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
853,    Doll,                           Puppe,                               3,      50,         25,         30,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
858,    WolvernTooth,                   Wolvern Zahn,                      3,      100,        50,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
859,    WolvernPelt,                    Wolvern Pelz,                       3,      500,        250,        50,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
860,    SquirrelPelt,                   Eichhörnchenpelz,                      3,      50,         25,         20,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
861,    WhiteBellTuber,                 Weiße Glockenknolle,                   3,      20,         10,         3,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
862,    IcedWater,                      Vereistes Wasser,                         3,      100,        50,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
863,    SilverMirror,                   Silberspiegel,                      3,      500,        250,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
864,    BookPage,                       Buchseite,                          3,      100,        50,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
866,    LeatherSuitcase,                Lederkoffer,                   3,      4000,       2000,       12000,      0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
869,    Antlers,                        Hörner,                            3,      4000,       2000,       3000,       0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
871,    SealedSoul,                     Versiegelte Seele,                        3,      12000,      1000,       75,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
872,    LockPicks,                      Dietriche,                         3,      5000,       1500,       150,        0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
873,    LazuriteShard,                  Lazurit Scherbe,                     3,      500,        50,         2,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
874,    LazuriteCrystal,                Lazurit Kristall,                   3,      3000,       200,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
875,    HeartOfLazurite,                Herz aus Lazurit,                  3,      10000,      400,        15,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
891,    SilkSheet,                      Seidenlaken,                         3,      1000,       250,        5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
892,    OrangeSummonFlower,             Orange Summon Flower,               3,      50,         25,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
893,    PurpleSummonFlower,             Purple Summon Flower,               3,      100,        50,         1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
894,    WhiteSummonFlower,              White Summon Flower,                3,      200,        100,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
895,    YellowSummonFlower,             Yellow Summon Flower,               3,      400,        200,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
896,    RedSummonFlower,                Red Summon Flower,                  3,      600,        300,        1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1191,   WhiteWrap,                      Weiße Verpackung,                         3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1192,   YellowWrap,                     Gelbe Verpackung,                        3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1193,   BlueWrap,                       Blaue Verpackung,                          3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1194,   PurpleWrap,                     Lilane Verpackung,                        3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1195,   GreenWrap,                      Grüne Verpackung,                         3,      50,         25,         5,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1198,   Soul,                           Seele,                               3,      100000,     1,          1,          0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1207,   RedChristmasStocking,           Rote Weihnachtssocke,             3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1208,   RedEasterEgg,                   Rotes Osterei,                     3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1209,   GreenEasterEgg,                 Grünes Osterei,                   3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1210,   BlueEasterEgg,                  Blaues Osterei,                    3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1211,   YellowEasterEgg,                Gelbes Osterei,                  3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1212,   PinkEasterEgg,                  Pinkes Osterei,                    3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1213,   TealEasterEgg,                  Türkises Osterei,                    3,      80,         40,         10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1228,   LightCrystal,                   Lichtkristall,                      3,      1000,       250,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
1233,   FakeFangs,                      Billige Plastikzähne,                3,      20000,      10000,      1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1234,   RedOrnament,                    Rote Verzierung,             3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1235,   YellowOrnament,                 Gelbe Verzierung,            3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1236,   GreenOrnament,                  Grüne Verzierung,            3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1237,   AquaOrnament,                   Wasserfarb. Verzierung,            3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1238,   BlueOrnament,                   Blaue Verzierung,            3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1239,   MagentaOrnament,                Magentaf. Verzierung,            3,      5000,       1,          1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1240,   SantaSnowGlobe,                 Santa Schneekugel,                   3,      7500,       5000,       1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1241,   SnowmanSnowGlobe,               Schneemann Schneekugel,                 3,      7500,       5000,       1,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1245,   BentNeedle,                     Verbogene Nadel,                        3,      700,        1,          3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1246,   DarkEasterEgg,                  Dunkles Osterei,                    3,      700,        50,         10,         0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1249,   StrangeCoin,                    Eigenartige Münze,                       3,      7000,       5000,       3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1254,   DarkPetal,                      Dunkle Blüte,                         3,      15000,      8000,       250,        0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
1257,   FlawedLens,                     Fehlerhafte Linse,                        3,      10000,      5000,       3,          0,      0,      0,      0,      0,      2,      0,          0,      0,      0,      {},                                                                     {}
2250,   RedCottonCloth,                 Roter Baumwollstoff,                   3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2251,   GreenCottonCloth,               Grüner Baumwollstoff,                 3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
2252,   DarkBlueCottonCloth,            Dunkelbl. Baumwollstoff,             3,      400,        100,        10,         0,      0,      0,      0,      0,      0,      0,          0,      0,      0,      {},                                                                     {}
